type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,encoded_type,cluster,wine_type
,6.811104596759137,0.18800234516671085,0.28244418387036546,7.919917919165121,0.038622209193518275,39.48883677407309,97.62220919351827,0.9936074854611283,3.1937779080648174,0.46311397742597993,10.857814258148835,8,1,2,Other
,6.975953609836179,0.15721391704914628,0.3747097941639594,2.286567004589756,0.046567164977051226,33.192371121310565,96.04809278032764,0.9926778443379678,3.1333664946229347,0.4000994838688048,10.505804116720812,8,1,0,Other
,5.44804694604292,0.5248950119829398,0.16480469460429203,2.9342288619592365,0.03627026407149142,34.03002934127682,128.21020538893777,0.9887083449459075,3.1966967724595494,0.523994131744635,13.15195305395708,8,1,0,Other
,7.3196624006368936,0.22,0.34043694223637544,6.995630577636246,0.031065541335456314,13.467229332271843,86.5764648913657,0.9937152929782731,3.0686891732908737,0.4631429954954045,10.695630577636246,8,1,2,Other
,7.154266508826855,0.26821668639664314,0.3490699881620141,2.828667455865725,0.034364333727932864,28.54266508826855,168.984657985477,0.9914511506510892,3.25,0.5420901538938164,12.045733491173145,8,1,0,Other
,6.76421306087555,0.2128765170998534,0.3249830475376283,2.1214043536251834,0.04621404353625183,30.642130608755497,96.0,0.9926428087072504,3.2871912927496334,0.5864891159370418,10.635786939124449,8,1,0,Off-Dry
,8.895152843041352,0.4026380680563911,0.4004171591661654,2.5986488694060097,0.06886809659718045,5.826380680563911,12.173619319436089,0.995583631139424,3.3291656816676696,0.7125705115266915,11.85625738749248,8,0,3,Other
,5.316779542518232,0.23988014612486977,0.3297602922497396,1.3095883100104184,0.0331558100376693,25.059926937565116,96.98801461248698,0.9906239707750261,3.586883799246614,0.383116200753386,10.996404383746093,8,1,0,Other
,7.050738147296442,0.28115773158794477,0.34130536104723314,3.3463092635177905,0.0346231546317589,27.50738147296442,163.2905981013043,0.9918782051424022,3.25,0.6430303063859691,12.149261852703559,8,1,0,Other
,7.3,0.19359036151016165,0.29111244993868357,5.662329310616629,0.0895461846531178,39.470281144884524,163.17951807550807,0.9933972208789418,3.205385542265242,0.38786345383672055,11.10771084530485,8,1,2,Other
,7.329119217312601,0.37527461448750676,0.279272019567185,4.005492289750135,0.03384546634054692,26.690932681093834,95.30906731890616,0.991572286291629,3.2687227905921716,0.5575479315148526,12.099106242710993,8,1,0,Other
,6.629516435469148,0.4890839445125954,0.2920355880595101,3.6977098612814885,0.031613230096568065,24.977098612814885,109.0,0.9904567938057941,3.287277370324936,0.5597709861281488,12.73409671290617,8,1,0,Other
,6.235626662847774,0.34328000286417004,0.2542506651391093,6.295946645662753,0.031287466743044536,18.287466743044533,85.4656000572834,0.9899919679301142,3.056031998281498,0.3116586611292713,12.954666714402833,8,1,0,Other
,7.51683196336076,0.38778879755738405,0.27457920091598104,4.2557759511476805,0.033923679984733654,26.8473599694673,95.1526400305327,0.9916622319824437,3.2390016058012128,0.5739727967940664,12.200783980153746,8,1,0,Other
,7.3,0.19718758167840245,0.28078137251760366,6.060931374119816,0.09143350492473734,31.320310458039938,167.09767156470045,0.9936424566187545,3.1971875816784023,0.3867968954196006,10.909767156470046,8,1,2,Other
,5.323755055337126,0.24825033702247506,0.4273115731881936,3.4699865191009978,0.029062584255618765,21.61877527668563,127.38122472331438,0.9915586069692975,3.510810899143243,0.45699865191009975,11.530013480899003,8,1,0,Other
,7.3,0.20635730284647297,0.3187741561673581,4.34307870586446,0.07252359620470271,43.513145901383105,163.81786514232365,0.9924865123969516,3.2245359542697094,0.39211910094882435,11.490719085394188,8,1,2,Off-Dry
,4.9509932032749,0.3057149910262063,0.39,3.8510425751093407,0.031224429340610888,30.795928443231517,126.38778532969455,0.9893991659399125,3.423267119781673,0.3742850089737937,12.677557065938911,8,1,0,Other
,7.394443172215094,0.40416647583226406,0.35583352416773595,2.611090755441497,0.04158335241677359,35.05556827784906,110.63892069462266,0.9912597187235915,3.2719460347311333,0.46583352416773594,12.747221586107546,8,1,0,Other
,6.559562538739755,0.23224060369313462,0.3739343808109633,2.7256869963831822,0.026808749225204896,38.786876162192655,103.39343808109633,0.9913595625387397,3.2722406036931346,0.4404374612602448,11.383062228821712,8,1,0,Off-Dry
,7.495423800114458,0.3673389799950947,0.3733051000245266,2.675254400261617,0.06528474800359724,15.0,32.37627200130808,0.9958088477204219,3.2806440800196213,0.802203400016351,11.933051000245266,8,0,3,Other
,7.63011317448062,0.4428407428130229,0.31840905395844954,2.1221584442728667,0.07492045269792247,12.857962859348856,20.778415557271334,0.9933431835179113,3.221590946041551,0.7092045269792248,12.182384793234105,8,0,3,Other
,6.9162273309254845,0.3516227330925485,0.32558484460496767,9.33793231286662,0.04248681992776454,37.55848446049677,129.04530438826131,0.9928805352927312,3.0620757769751616,0.3272075776975162,11.895469561173869,8,1,2,Other
,6.17164816427959,0.2077078414292198,0.22665544785667457,7.327678707120885,0.03412734214282112,39.05093685712845,98.97453157143578,0.9931354538614101,3.2435992364289676,0.37025468428564223,10.774531571435777,8,1,2,Other
,8.637688509303034,0.3451444681685603,0.4207977445640156,2.2405778726742414,0.06554538402544513,36.039887228200776,77.83150106758521,0.9930753157113598,3.1502889363371205,0.5789133190988638,11.88514446816856,8,0,0,Other
,7.485319772752504,0.36350436136792574,0.27858720908989987,3.98476745460601,0.03657616272696995,27.64404068174249,95.2146802272475,0.9919324781931604,3.2357616272696994,0.6007340113623748,11.956511636404008,8,1,0,Other
,6.151728480980303,0.6482769168095022,0.4489683092016234,1.2413755877311687,0.03003438969327922,28.93104068711472,75.82751175462337,0.9893103349006164,3.341723083190498,0.419652504540671,12.882751175462339,8,0,0,Other
,6.5,0.2691755235970497,0.3008244764029503,3.691755235970497,0.031835104719409944,36.229388089926246,93.14694044963122,0.99026,3.215412238201475,0.6154122382014752,12.6,8,1,0,Other
,6.1334765720014675,0.34671373080048207,0.27999386119993713,11.36664620399979,0.03366523427998533,31.333537960002097,113.33231019998952,0.9942729486351961,3.3233169631998325,0.5800613880006287,11.30049110400503,8,1,2,Other
,7.288284993837996,0.24859419926055956,0.3590627995070397,2.215978561003836,0.03364854981513989,30.562320295776175,177.2577301355641,0.9909120895326586,3.25,0.3992970996302798,11.881255990140794,8,1,0,Other
,7.263151225960804,0.37368487740391954,0.30684243870195976,1.9368487740391955,0.06168361033647241,15.631512259608046,27.421219350979886,0.9945526492512039,3.2331575612980403,0.7410546322117586,11.331575612980403,8,0,3,Other
,7.087907571795839,0.4504030809401387,0.24080616188027743,2.7,0.040080616188027746,24.161232376055487,86.83876762394452,0.988721576396915,2.9577355613661034,0.3852400522218033,13.34356866838058,8,1,0,Other
,6.8150993261778545,0.19120794609422836,0.32150993261778543,6.894476940368098,0.0196643703518256,53.90940404293287,187.30543099581868,0.9934184636386396,3.250301986523557,0.3709059595706713,11.13321851759128,8,1,2,Other
,7.070656098177421,0.2786679877278224,0.34279920736330655,3.246719509112896,0.03457335975455645,27.706560981774206,164.38608539975814,0.9917960435950182,3.25,0.6236103042770148,12.12934390182258,8,1,0,Other
,6.3850116643655275,0.4678747083908618,0.14615778094797552,2.2978190612056095,0.04178747083908618,25.78747083908618,87.0,0.989594171607302,3.1902459174720654,0.5766217922994799,13.668120625862928,8,0,0,Other
,7.488066487277634,0.4152265949110537,0.34089501345417744,4.335800538167097,0.039552493272911285,33.910498654582256,107.91049865458226,0.9915282213392818,3.137613297455527,0.4464199461832903,12.794033243638818,8,1,0,Other
,6.113599568690582,0.3,0.23457996046330343,4.0644000718849025,0.03510199676517937,37.0,97.96600107827355,0.9903372800862619,3.2322000359424514,0.5227199137381165,12.342399712460388,8,1,0,Other
,6.130886040553173,0.2120238310002523,0.22353834427759556,7.181414616102561,0.033887564944430425,38.95502597777217,99.02248701111391,0.9930122083814372,3.246236785611265,0.36977512988886085,10.822487011113916,8,1,2,Other
,6.94851455365139,0.3735973458370649,0.34891087321908343,1.8498356188770346,0.04042244006011019,38.34323630899073,113.46864726179815,0.9906391416084154,3.3361055648932134,0.5010891267809165,12.770297089269722,8,1,0,Other
,6.153999787548704,0.33651999008560624,0.3012399872529223,3.5448004532294304,0.03459599844202383,43.640001416341974,114.5280002832684,0.9898234397818834,3.214279967424135,0.5487600127470776,12.929200042490258,8,1,0,Other
,8.627364171885418,0.41839034283026955,0.3909657943018383,1.8740442298076012,0.06808048285848653,5.983903428302695,12.016096571697304,0.9951992756349415,3.3480684113963237,0.6920925543206495,11.714486914527573,8,0,3,Other
,7.8335540436107935,0.5160794556998854,0.33468432348886346,2.40697566105511,0.07573421617444318,9.19602721500573,17.9302433894489,0.9925945211195123,3.2053156765111366,0.7173421617444317,12.874083748276695,8,0,3,Other
,5.711317460023559,0.2740878306682373,0.35625846566234753,2.4364867732705093,0.03552195766705932,23.556587300117794,125.4434126998822,0.9901763010592493,3.388082804325873,0.3536486773270509,12.56351322672949,8,1,0,Other
,6.267050401914955,0.31971219856378397,0.26682016076598186,6.4687772105322505,0.030658991961700906,17.658991961700906,84.99424397127568,0.9905670223550437,3.0701726808617296,0.35722308277668435,12.561869976063067,8,1,0,Other
,6.826986977421178,0.45910043408596074,0.25820086817192145,2.7,0.04182008681719215,27.64017363438429,83.3598263656157,0.9909133093896622,3.340419099782272,0.4983056431174894,12.125939227965498,8,1,0,Other
,6.568615825241412,0.24490451844688924,0.31960621553379776,3.4078756893240447,0.03233293805820803,35.588305048551526,92.5489266019313,0.9906085683922264,3.207649151456546,0.5884367203889502,12.298090368937784,8,1,0,Other
,7.483783288290557,0.39016198378460015,0.30670266306324445,1.9172966036067784,0.07433513315316222,15.491900810769993,22.827033963932216,0.9938816774990907,3.2332973369367557,0.7033513315316222,11.684863180187891,8,0,3,Other
,7.47503285720784,0.4670937381158161,0.20915461902379187,2.13751642860392,0.06012549285811761,23.70937381158161,36.334209525542406,0.9944678865475595,3.335429261929672,0.750832238093072,11.941743333484961,8,0,3,Other
,6.2855464073955964,0.3058401944533032,0.2742185629582383,6.570505240675777,0.030289071852088085,17.289071852088085,84.71680388906606,0.9909054992553394,3.078495883328018,0.38404229072361384,12.330669907555054,8,1,0,Other
,5.096192085925956,0.4662003380444507,0.22987582023703018,3.1860926625184707,0.03417715251555573,33.088576257777866,127.69619208592596,0.9887058277987556,3.2789900576592514,0.4783526546074125,13.078476834370383,8,1,0,Other
,10.010396756170453,0.3393068829219699,0.4620668018262312,5.289854231986731,0.07251732792695074,5.4826720730492475,13.724008109573871,0.9968808186111566,3.2251732792695074,0.7886263152517988,12.575866396347537,8,0,3,Other
,6.629706317514556,0.2610881047456333,0.29853538985320227,3.5330572569476,0.040334713715262,35.962349459883555,96.74058736497089,0.990918908092974,3.1818411155479622,0.5455233466438867,12.029292202935956,8,1,0,Other
,6.194819750644727,0.6587419394422908,0.4766698397001814,1.2044402137330914,0.02911100534332729,28.99259964377818,75.08880427466183,0.9892118405699549,3.331258060557709,0.39318215317538224,12.808880427466184,8,0,0,Other
,6.772012673843011,0.22,0.3282669483076225,7.117330516923776,0.02924004224614337,14.379978876928316,84.44671595383393,0.9932893431907668,3.1051991550771323,0.5148654696926046,10.817330516923775,8,1,0,Other
,4.488530306599884,0.3385913643859755,0.36963802948202684,4.158351509440187,0.030531181839599297,31.26559091979965,127.08853030659988,0.988997505452832,3.4369821202840303,0.3750501521219802,12.835412122639953,8,1,0,Other
,7.091437921725942,0.2760702597842573,0.3443578441294456,3.1428103913702934,0.03452140519568515,27.914379217259413,165.52908569492678,0.9917103185728805,3.25,0.6033480263172072,12.108562078274058,8,1,0,Other
,5.872144896908898,0.4814120408405639,0.0958410202223434,2.057638774783083,0.04342746938937093,28.0,85.85493877874185,0.990897330203807,3.4656481633622556,0.7312577553524936,13.427469389370927,8,0,0,Other
,6.299302331871687,0.47155456157219183,0.1714150279465294,2.3533631528342456,0.042770304104812785,28.0,84.54060820962557,0.9910090483021818,3.426218246288767,0.6293971362459821,12.770304104812787,8,0,0,Other
,4.854211678263873,0.30822414167464035,0.39,3.9299015954886958,0.03100935928503083,30.83177345249486,126.49532035748459,0.9893360787236091,3.429719221449075,0.37177585832535964,12.699064071496917,8,1,0,Other
,6.775927356844394,0.5242225656426547,0.3418153013270941,3.7855564141066367,0.033662982995821523,25.855564141066367,109.0,0.9905797789797494,3.263851622904897,0.5685556414106636,12.70481452863112,8,1,0,Other
,6.608240134729244,0.3599109781064978,0.2994430522075821,4.655900505234666,0.032394202357761775,24.926500842057777,109.77060033682311,0.9911124264075559,3.366971011788809,0.5554120067364622,12.568819898953066,8,1,0,Other
,6.822003930539284,0.3845867714810476,0.30926653564869055,5.188068107864404,0.04130268500918332,31.0,122.96332678243452,0.9930443798318249,3.330826457037905,0.47302685009183326,11.42753110602774,8,1,0,Off-Dry
,6.5273418471176265,0.6252979370445748,0.1605676817717171,3.3260176824750722,0.04107663064681004,12.0,88.71333988239817,0.9931133398823981,3.3638315323405017,0.6630652258724015,12.04399214112219,8,0,0,Other
,8.079213634749369,0.22,0.357315858549986,6.82684141450014,0.033597378782497904,12.20131060875105,89.53027524624756,0.9943060550492495,3.0180524243500417,0.3914076011625595,10.52684141450014,8,1,2,Other
,6.2456956818628875,0.2929507272767012,0.2780942045479382,5.56607988662939,0.03242826136438146,52.92420227178348,138.54304318137113,0.9909218406819721,3.1486681136328865,0.4054304318137112,12.370492727232989,8,1,0,Other
,5.736114736202475,0.47829004058423474,0.2065389634741888,3.9410390259783674,0.036,35.292748985394134,126.96580081168469,0.9892503279582004,3.1457045426134465,0.4757045426134464,12.993160162336938,8,1,0,Other
,6.975241867137119,0.4541586044287627,0.24831720885752537,2.7,0.040831720885752536,25.663441771505074,85.33655822849492,0.9896679683160482,3.1229785948655584,0.43406185757391497,12.817795379973225,8,1,0,Other
,6.413229741618883,0.3552722915508731,0.21396892248566496,3.2546688931590864,0.02888716236031472,22.05641881984264,109.37743247206295,0.9905045919259741,3.353210136522203,0.5928405460888122,12.630155387571676,8,1,0,Other
,5.298253245633254,0.34395341988355344,0.3600582251455582,4.629359523398859,0.034191848479621846,31.0,125.50291125727792,0.9905251120327804,3.412093160232893,0.4019184847962185,12.29098982747449,8,1,0,Other
,8.09782910599202,0.5169199376342645,0.3663772141322692,2.3845996881713223,0.07517571205836658,7.835142411673317,16.835142411673317,0.9927242267255015,3.201648575883267,0.7150542723501995,13.001085447003991,8,0,3,Other
,7.957916544410953,0.530071449529551,0.3441368960293538,2.442083455589047,0.0753380966353034,7.8345241588258485,16.586310397064622,0.9925824935568497,3.2124106880880614,0.7175178623823877,12.984166911178093,8,0,3,Other
,8.632241550618495,0.41871033797526014,0.3970931411360692,1.8,0.06819344930371098,6.064483101236993,12.25793240494797,0.995125179125332,3.340972365826821,0.69,11.751586480989593,8,0,3,Other
,6.2069146533332935,0.20955173695239182,0.33231759828570917,2.3816880628573314,0.03432522659047596,47.16261329523798,114.41869335238101,0.9904133429020952,3.305326661904748,0.5351216011428606,12.128040028571515,8,1,0,Other
,7.240135386474474,0.32182301570066063,0.288394584541021,3.396324927538738,0.03951837536230631,28.37959384057658,95.45986461352553,0.9921408849214968,3.265183753623063,0.6129932306762763,11.56421661835916,8,1,0,Off-Dry
,7.342203720886133,0.4261122674446167,0.30744282557753655,2.564449069778467,0.04894698517385357,30.37214127887683,81.47505203500775,0.9917110082935582,3.3122245348892334,0.53033263953323,11.966112267444617,8,0,0,Other
,6.9379781041706465,0.168606568748806,0.36635518291754227,2.4232788249856725,0.04588360587507164,33.49617516663483,96.1240437916587,0.9924849287691869,3.1386830654161093,0.4160491962483284,10.672896341649155,8,1,0,Other
,6.478804200332752,0.4601785229664759,0.2651941057000249,11.31731368566675,0.030211957996672475,31.826863143332503,110.86568428333749,0.9933454972905349,3.2838509485333995,0.7280589429997512,12.484471543998009,8,1,0,Other
,6.9,0.1241814632473073,0.3488494313405138,2.5066406381358695,0.035884943134051384,17.44247156702569,110.44247156702569,0.9921188299099424,3.3863050415985922,0.7698224410323122,11.690926837634635,8,1,0,Other
,6.622819125323648,0.3285944970055168,0.32544023460261123,2.268416779297536,0.036,31.12277852865024,125.12277852865024,0.9901712440239558,3.257544429426995,0.45806946321625597,12.480694632162558,8,1,0,Other
,8.85125010957996,0.4099499956168016,0.4452750241075911,1.8,0.06950750065747975,6.502500219159919,14.010000876639676,0.9948886498816536,3.279649969317611,0.69,12.102000175327936,8,0,3,Other
,7.185516719373462,0.2643104100783173,0.3514137539530096,2.672416403132692,0.034286208201566346,28.855167193734616,170.7034195655404,0.9913222435325845,3.25,0.511621198610875,12.01448328062654,8,1,0,Other
,6.463710377277455,0.22,0.32141578616172123,7.185842138382788,0.028212367924258186,14.893816037870907,83.24776257830122,0.9930495525156602,3.1257526415148362,0.5439829088126849,10.885842138382788,8,1,0,Other
,6.38179276762063,0.6605655986150011,0.14321375306245976,3.023723440442848,0.04169241521391272,12.0,88.60137905201587,0.9930013790520158,3.394620760695636,0.6876966085565087,12.178345137580957,8,0,0,Other
,5.98814352485701,0.4787351494263767,0.11636385439777869,2.137945517208699,0.04324900996175845,28.0,85.49801992351689,0.990927668306501,3.4549405977055065,0.7035965440725591,13.249009961758446,8,0,0,Other
,6.5,0.2942420644617777,0.2757579355382223,3.942420644617777,0.03684841289235555,36.856051611544444,96.28025805772222,0.99026,3.202878967769111,0.6028789677691111,12.6,8,1,0,Other
,6.801223912873636,0.45995920290421216,0.2599184058084243,2.7,0.04199184058084243,27.983681161684856,83.01631883831514,0.9911297191318614,3.378204927785334,0.5094696377547577,12.0057115934103,8,1,0,Other
,7.860700803975027,0.43645823125494215,0.3145929747075972,3.0891104516753414,0.07289110451675342,22.466847244745008,40.143935681997895,0.9960699351644183,3.393229115627471,0.8128409647700315,12.760700803975027,8,0,3,Other
,6.315964762081478,0.19242726048549058,0.23769142298270124,7.845520616880597,0.03497626330636163,39.390505322544655,98.80474733872768,0.9935717993394699,3.234261103630022,0.37195252661272327,10.604747338727673,8,1,2,Other
,8.601437915475225,0.41994248338099094,0.3903163414045498,1.8,0.06800862749285136,6.002875830950453,12.01150332380181,0.9951584470512868,3.3495973836669366,0.69,11.702300664760362,8,0,3,Other
,6.910251749362264,0.3510251749362264,0.3259832167091824,9.28713986957925,0.042307552480867934,37.59832167091824,128.90587415178618,0.9928349216867987,3.0600839164540883,0.32700839164540885,11.909412584821382,8,1,2,Other
,6.367519034449998,0.2443607241625014,0.30700761377999924,7.02135468947499,0.02864961931100004,15.649619311000038,83.48721448325003,0.992405598330435,3.115383565502499,0.5029025999524973,11.306012069375024,8,1,0,Other
,6.874298413796337,0.195943873103707,0.32742984137963377,6.284726337897725,0.022269130207038846,53.55420951722198,184.58227296536847,0.9930987885654998,3.2514859682759267,0.37445790482778024,11.263456510351942,8,1,2,Other
,7.7330034738069875,0.35333993052386026,0.40656111161823594,2.9988125057051542,0.07666402779045589,15.667986104772051,32.65809031898167,0.9962612816070795,3.3132607642375373,0.8065611116182358,12.332409726659565,8,0,3,Other
,6.936084036150559,0.16917478915483217,0.36593848795312306,2.4300974698579862,0.04584951265071007,33.51132771079553,96.12783192769888,0.9924753069036448,3.1389482349389217,0.41684470481676505,10.68123024093754,8,1,0,Other
,6.533219994170755,0.2972770028174682,0.24996599825122662,2.9946900126300298,0.03088699990284592,21.05650004857704,109.77739998056919,0.9908485639832895,3.3672089993199212,0.6488359972796859,12.450170008743868,8,1,0,Other
,7.3,0.23206153709121738,0.333092305636826,3.4453847181586967,0.053508078413301116,30.448461572719566,173.63653820460326,0.9917984962263019,3.2320615370912176,0.39551538427280436,11.563653820460326,8,1,0,Off-Dry
,7.436559462812292,0.41048391942184387,0.34951608057815614,3.2849514049966784,0.040951608057815614,34.63440537187708,109.58601342969268,0.9913755385227339,3.2193006714846346,0.4595160805781561,12.768279731406146,8,1,0,Other
,7.3148178749695765,0.36851821250304234,0.3042591062515212,1.8851821250304237,0.06633360874726188,16.148178749695763,26.12955312576059,0.9944157326313307,3.235740893748479,0.7255546375091271,11.357408937484788,8,0,3,Other
,7.232039850864081,0.37679601491359194,0.30839800745679596,1.9679601491359193,0.05888358657776725,15.320398508640807,28.199003728397987,0.9946350943952103,3.231601992543204,0.7503880447407758,11.316019925432041,8,0,3,Other
,6.40083692816758,0.1834407958410798,0.24418164744810902,8.150061918718963,0.03547551134216223,39.590204536864896,98.70489773156756,0.9938284128298713,3.228769375236215,0.37295102268432445,10.504897731567555,8,1,2,Other
,9.858331976140859,0.3459804719917143,0.4344117168049714,5.204898288381144,0.07170097640041428,5.259804719917143,12.740195280082858,0.9969660764834022,3.261176566390057,0.7862253864107714,12.366175752074572,8,0,3,Other
,7.3,0.2397882774641513,0.3446824161962269,2.865879190188654,0.04510524825773548,30.255293063396216,175.08530202452837,0.991389944829083,3.239788277464151,0.39744706936603785,11.708530202452836,8,1,0,Other
,7.304498023592569,0.37552151327460415,0.3323924336269792,2.2388526253544443,0.05928422359862361,15.0,30.19426312677222,0.995105149858384,3.2479139469015834,0.7749282890846528,11.523924336269793,8,0,3,Off-Dry
,6.952909754502537,0.16412707364923904,0.36964014599055806,2.3695248837908687,0.04615237558104566,33.376721963979705,96.09418049099493,0.9925607815528729,3.1365926343696446,0.4097779031089347,10.60719708018884,8,1,0,Other
,6.707016676991479,0.23789499690255633,0.31554366893812535,3.2547399628306763,0.04172630018584662,35.34386658406817,96.58596664601704,0.9913116447191167,3.171017665221193,0.5130529956635789,11.689126621237493,8,1,0,Other
,4.485817365633688,0.33802164678307434,0.3702620059042519,4.1626922149861,0.030514904193802123,31.257452096901062,127.08581736563369,0.9889988076644959,3.4376874849352412,0.37458895215772686,12.834326946253476,8,1,0,Other
,5.226899663146388,0.24179331087642583,0.445068395089829,3.7282675649429664,0.027448327719106456,21.13449831573194,127.86550168426807,0.9919040578681112,3.5414817733369772,0.4828267564942966,11.271732435057032,8,1,0,Other
,7.692750451615492,0.3987675767746336,0.27028998193538034,4.48260108387718,0.0340869945806141,27.021748645153526,95.00724954838451,0.9917561621161268,3.210869945806141,0.5903624774192254,12.288400722584788,8,1,0,Other
,7.165013644964284,0.28600545798571364,0.3651239766276787,5.304959065107148,0.027438011686160654,31.48760233723213,105.48760233723213,0.9909386499020598,3.073002728992857,0.34950409348928524,12.632506822482142,8,1,0,Other
,6.041187754442886,0.43135573008571,0.24877984292286104,5.067462477942961,0.036,36.46610674785725,126.0271146017142,0.9898769010033558,3.096423516589996,0.42642351658999544,12.80542292034284,8,1,0,Other
,6.356021821937894,0.4702456502629717,0.1814500146505504,2.3926304921108494,0.04268304335086478,28.0,84.36608670172956,0.991023882630353,3.420982601051887,0.6158717193840407,12.683043350864779,8,0,0,Other
,6.877036168886504,0.1827903549635988,0.351308439406851,2.1590120562955017,0.046590120562955015,31.770361688865044,96.0,0.992718024112591,3.2119758874089968,0.4924698592612463,10.522963831113495,8,1,0,Off-Dry
,6.5,0.2997266824699515,0.2702733175300486,3.9972668246995147,0.03794533649399029,36.993167061748785,96.96583530874393,0.99026,3.2001366587650244,0.6001366587650242,12.6,8,1,0,Other
,5.977515729875366,0.29546945410190584,0.28667789729105575,11.388926324303519,0.035224842701246345,31.11073675696481,114.44631621517595,0.9946918148969062,3.3411410594428155,0.5132210270894424,10.76576821671554,8,1,2,Other
,5.862850736600052,0.3029405143514144,0.2880808089914353,4.003703670314039,0.032359147066286016,46.17957353314301,114.9102132334285,0.9896072502971772,3.182446691642876,0.5646127940057097,12.865319850142745,8,1,0,Other
,9.82198621836517,0.35186758544232194,0.4699172409014512,4.567613837066489,0.07220331036394195,5.796689636058049,14.195034454087073,0.9964129324422735,3.2220331036394194,0.7682151736562268,12.560165518197097,8,0,3,Other
,7.3,0.22233827320769994,0.3533995919500165,2.6917117685376724,0.05121563572306674,48.57378651577165,164.616913660385,0.9913465365111841,3.2485074098115496,0.39744609106923334,11.970148196230998,8,1,0,Other
,6.596178629476844,0.4810828710744426,0.280700734022127,3.677707177686106,0.031146500812675816,24.777071776861064,109.0,0.9904287900487605,3.2926114192837046,0.5577707177686106,12.740764274104631,8,1,0,Other
,6.744030485409337,0.5165673164982411,0.33097036503917476,3.7664182912456026,0.03321642679573073,25.664182912456027,109.0,0.9905529856077439,3.2689551223345057,0.5666418291245602,12.711193902918131,8,1,0,Other
,6.001581540666212,0.28054676921852106,0.27218707687408417,4.749209229666894,0.03054676921852104,56.87483074963367,139.78129231259157,0.9903193944637921,3.1632806153111264,0.41125169250366334,12.489064615629578,8,1,0,Other
,6.247939698010313,0.3409038525738146,0.3068763818806188,3.3443953109113322,0.03528489111874229,43.01373534659791,114.40274706931959,0.989919884756624,3.228684087028248,0.5431236181193811,12.910412060397936,8,1,0,Other
,7.0260494189012315,0.2171259302681478,0.3380839535120985,4.812110752877807,0.02578148256703695,43.14962789274088,183.0269127841729,0.9923019380798235,3.25,0.3835629651340739,11.46167907024197,8,1,0,Off-Dry
,6.369069932657724,0.6636484393944745,0.14169679966303633,2.997299090904504,0.041746242592601936,12.0,88.59159225589056,0.9929915922558905,3.3973121296300968,0.6898497037040774,12.190089292931331,8,0,0,Other
,7.3720887064682135,0.37262476972279085,0.3468761513860457,2.393345614784488,0.06140850220328671,15.0,30.96672807392244,0.99535426980384,3.2595009211088364,0.7845841009240305,11.668761513860458,8,0,3,Other
,7.558759755503768,0.4171535119813565,0.3127007804403014,2.0222636577052753,0.07463503902201507,14.142324400932175,21.777363422947246,0.9936057640997461,3.227299219559699,0.7063503902201507,11.939783168712811,8,0,3,Other
,6.929323796220783,0.5278946186080409,0.20849629878017034,4.160903269073934,0.039375937785219764,12.0,89.02255676632367,0.9934225567663236,3.2787968892609882,0.5950375114087905,11.672931880411586,8,0,0,Other
,6.907181513007699,0.4406820724935838,0.40001803940359304,4.764633617069295,0.036500901970179654,26.714543420051328,109.71454342005133,0.9913145434200513,3.31359075650385,0.5735727171002566,12.521364144987167,8,1,0,Other
,5.941213621267024,0.43679674834280846,0.3441371511651877,1.4264380813913538,0.027059102159502683,19.94247674434585,71.76517026583781,0.989678754800656,3.355878637873298,0.3964696594683244,12.217730647850805,8,1,0,Other
,6.9,0.12727487673700516,0.34060032870131957,2.733490960713713,0.03506003287013195,17.030016435065978,110.03001643506597,0.9922807185492366,3.368775698490304,0.7327014791559379,11.536256163149742,8,1,0,Off-Dry
,6.304525985736948,0.4110862365768676,0.18153883515056243,3.502715591442169,0.027063363800317278,23.02715591442169,109.0,0.990183801828019,3.3392758422820883,0.540271559144217,12.799094802852611,8,1,0,Other
,5.388207833709785,0.3,0.16808571809006367,4.185298694381703,0.02966155875282339,37.0,99.77948041572553,0.990482358433258,3.292649347190851,0.3776415667419571,11.85880522247319,8,1,0,Other
,7.325480918132646,0.39382213771989694,0.3661778622801031,1.5076946901223365,0.04261778622801031,35.74519081867354,112.36297704668385,0.9910700725248648,3.3581488523341925,0.47617786228010306,12.712740459066323,8,1,0,Other
,5.951062010093648,0.29108184840183904,0.28258850084113735,2.97250059504852,0.02650354003364549,15.0,73.2730102186957,0.9907104162514776,3.309575195962541,0.43776550252341206,11.648229983177254,8,1,0,Other
,9.82971269543229,0.3513524869711807,0.46959530435698793,4.597231999157112,0.07221618782572048,5.783812174279517,14.175718261419275,0.9964321198603235,3.222161878257205,0.7690522086718313,12.560809391286025,8,0,3,Other
,7.377746836857717,0.36222531631422833,0.30111265815711413,1.8222531631422834,0.0719972153171945,16.777468368577168,24.556329078557084,0.9942489708823271,3.238887341842886,0.7066759489426849,11.388873418428858,8,0,3,Other
,6.9972669342693,0.4534244355243567,0.2468488710487133,2.7,0.04068488710487133,25.369774209742662,85.63022579025734,0.9894829577521379,3.090675163071693,0.4245176618166366,12.920579026590069,8,1,0,Other
